duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,cast_total_facebook_likes,facenumber_in_poster,budget,actor_2_facebook_likes,movie_facebook_likes,rating
88,11000,233,854,14792779,1653,0,16000000,410,0,B
110,179,734,12000,13998282,15044,1,16000000,1000,31000,D
113,47,238,21000,19057024,22088,0,16000000,541,24000,B
101,6,258,812,14108518,1882,1,16000000,326,371,C
105,121,384,11000,13854000,14677,0,20000000,3000,818,C
100,9,363,599,15500000,2389,0,16000000,380,0,B
97,3,578,1000,11540112,3835,1,,584,177,D
108,38,316,940,,1945,7,16000000,416,392,C
112,28,215,555,4734235,1227,0,15000000,403,573,B
112,11000,642,11000,4839383,12766,0,16000000,650,762,B
110,85,186,1000,5900000,1852,1,16000000,309,0,B
118,369,295,1000,2849142,1889,1,16000000,418,0,B
97,34,465,503,1686429,3100,1,16000000,489,0,D
120,115,310,10000,1984743,11019,3,16000000,316,0,B
135,133,258,898,1666262,2096,0,16000000,708,356,B
92,29,618,939,13922211,3935,9,16000000,881,0,C
106,172,27,172,,329,2,11000000,55,3000,B
92,6,227,10000,23091,11091,1,15000000,304,921,B
161,929,116,488,336467,943,0,13000000,289,23000,B
92,143,613,1000,2964,3086,2,16000000,945,0,C
93,529,805,1000,,4453,0,16000000,884,115000,A
122,0,567,883,2428883,2896,1,16000000,596,0,B
91,10,574,890,13571817,3104,3,15600000,578,939,C
45,,15,422,,537,0,34000000,57,16000,A
115,460,125,232,1554566,699,1,,150,824,B
94,4,518,844,508867,3583,0,,626,282,B
93,7,922,1000,1181197,4329,0,15500000,1000,191,C
95,571,102,499,7774730,1120,0,15500000,298,0,B
105,102,383,901,234760500,3464,1,14000000,605,0,B
103,0,925,3000,285761243,7521,5,18000000,1000,20000,B
102,12000,801,19000,167780960,21499,4,11000000,875,3000,C
116,521,481,13000,177200000,14701,1,22000000,521,0,B
120,0,5,103,128067808,129,3,15000000,21,0,B
122,0,158,18000,130058047,19078,0,15000000,828,22000,A
118,0,520,14000,138795342,15732,0,15000000,1000,64000,A
107,425,247,742,111936400,2151,1,15000000,384,0,B
45,,260,460,,2380,0,,292,0,B
154,14000,271,852,94175854,2592,0,15000000,581,6000,B
103,2,13,94,,213,2,,80,558,C
141,335,635,11000,,13390,2,100000000,744,0,B
114,77,305,19000,91121452,20295,1,14000000,393,165000,A
109,6,271,1000,69800000,2419,1,10000000,745,855,B
124,150,572,874,79900000,2667,0,,816,0,B
94,87,569,17000,64001297,20154,1,15000000,975,0,B
101,0,598,2000,47000000,4400,0,300000,742,12000,B
98,11000,624,816,61400000,3617,1,15000000,695,0,B
102,79,27,925,101978840,1018,0,15000000,38,26000,B
94,350,39,326,56437947,486,0,9800000,48,0,B
113,0,607,2000,55184721,6510,8,15000000,721,1000,C
115,44,902,23000,50003300,29370,4,15000000,4000,0,B
95,43,259,11000,54322273,11946,0,17000000,326,29000,B
87,165,383,1000,47860214,2452,0,15000000,431,0,C
183,517,652,22000,,34025,2,15000000,11000,11000,A
97,272,957,22000,43022524,29252,0,15000000,4000,12000,B
94,13,566,925,42672630,3423,1,17000000,738,0,C
112,29,874,12000,42919096,15800,1,15000000,1000,12000,B
98,66,562,3000,42592530,4567,0,15000000,658,27000,B
118,13,2,90,39100956,114,0,,22,0,B
120,446,1000,22000,44886089,40117,3,10000000,13000,2000,B
99,11,971,11000,37882551,15369,0,16000000,983,0,C
109,453,953,15000,40983001,27788,2,7000000,10000,38000,B
106,357,883,23000,35007180,26652,0,15000000,1000,0,C
123,120,149,13000,35887263,14100,0,15000000,876,90000,B
86,14,685,833,34308901,4435,3,16000000,807,0,C
120,18,944,20000,33771174,22383,2,15000000,1000,0,B
227,767,87,607,6000000,1076,8,15000000,202,11000,A
115,212,612,2000,37877959,4896,1,15000000,820,38000,B
114,29,616,956,32721635,3861,0,15000000,878,0,B
90,6,458,1000,31585300,2666,0,15000000,650,0,B
94,28,731,2000,30259652,5440,5,15000000,864,0,C
106,255,850,14000,163192114,18003,0,125000000,1000,15000,C
126,18000,697,18000,30226144,22745,1,15000000,2000,0,B
100,0,228,33000,35054909,34337,0,15000000,745,81000,B
89,10,231,811,29302097,2167,8,15000000,636,810,C
111,13,106,818,29106737,1450,0,15000000,511,849,B
100,35,306,10000,28637507,11471,1,15000000,1000,0,B
106,61,649,907,32645546,3462,5,14000000,807,1000,B
124,107,865,1000,27441122,5135,0,15000000,886,0,B
107,5,141,893,28014536,2044,1,15000000,822,0,B
99,3,628,14000,33860010,16461,3,15000000,982,0,C
90,31,162,193,26421314,608,0,15000000,184,949,C
119,11000,400,19000,23089926,20391,3,15000000,567,0,B
103,20,125,512,26161406,1002,2,15000000,316,0,B
134,133,258,12000,22954968,12749,1,11500000,310,0,B
155,0,170,3000,26384919,3677,15,15000000,360,0,B
94,11,232,1000,22189039,2210,0,15000000,605,466,C
95,15,461,1000,20998709,3845,0,15000000,786,1000,B
97,83,579,912,21468807,2682,2,14000000,786,243,C
90,13,613,882,19158074,2661,2,15000000,874,0,B
92,8,129,472,18843314,1045,1,20000000,239,0,C
100,10,415,826,20566327,2958,2,15000000,622,0,B
117,19,461,3000,20218921,4204,4,15000000,646,0,B
140,310,619,33000,21383298,34413,3,15000000,748,47000,B
108,79,537,775,24984868,3033,2,15000000,614,0,B
109,11,159,471,16459004,1069,1,15000000,308,327,C
131,0,383,10000,15700000,11114,0,15000000,602,16000,B
114,73,563,695,15100000,3444,1,15000000,654,0,B
97,181,748,11000,14938570,14025,1,15000000,820,20000,B
87,374,484,826,14249005,2689,1,15000000,503,0,C
85,12,23,354,12701880,568,0,15000000,173,175,C
85,0,44,468,10353690,646,0,,67,116,A
101,36,377,1000,12801190,2764,1,15000000,786,356,C
121,16,526,907,12549485,3633,4,15000000,585,489,B
107,92,358,11000,13766014,17627,0,15000000,5000,49000,B
92,34,366,14000,11632420,15644,1,,442,566,B
97,164,308,436,12212417,1172,3,15000000,324,622,B
97,745,745,12000,11614236,15209,2,15000000,821,251,C
125,34,65,427,13337299,729,7,20000000,66,1000,B
124,11000,563,11000,10763469,12685,0,15000000,860,877,B
107,561,353,746,15608545,2377,3,15000000,561,29000,C
91,23,629,925,10443316,2913,2,15000000,660,247,C
96,4,670,989,10494147,3142,1,15000000,841,648,C
142,0,1000,22000,9929000,29475,0,15000000,5000,16000,A
103,80,782,1000,10411980,4676,0,15000000,872,1000,C
117,0,12000,22000,17439163,47728,1,15000000,12000,35000,A
116,153,539,3000,9396487,5012,0,15000000,788,0,B
118,41,274,556,9059588,1873,1,15000000,463,455,B
108,187,254,11000,9172810,12178,0,16000000,883,923,B
94,9,612,11000,8735529,13524,4,15000000,897,816,C
97,2,461,890,8586376,3161,4,20000000,852,1000,C
99,45,224,1000,,2166,1,,393,515,B
91,6,596,8000,8080116,10732,0,15000000,625,647,C
107,454,39,65,7757130,173,1,15000000,49,32000,A
95,24,426,931,9123834,3322,6,15000000,539,0,C
102,11,1000,15000,6409206,33153,4,15000000,14000,0,B
88,96,360,24000,6373693,25637,1,15000000,971,0,C
92,11000,386,860,5306447,2717,1,15000000,658,10000,B
105,52,275,477,5217498,2312,4,15000000,397,157,C
107,0,289,572,5023275,1627,2,15000000,324,0,B
120,0,693,49000,4956401,51657,2,15000000,1000,0,B
103,1000,611,21000,4235837,23932,2,15000000,1000,0,B
92,6,577,890,4002955,3654,0,20000000,729,0,B
98,18,220,837,3525161,1675,0,,400,0,C
98,11000,557,12000,3247816,19310,0,22000000,6000,0,B
103,132,844,10000,2412045,12867,0,15000000,882,33000,B
286,,527,857,,3809,3,,555,733,B
111,122,25,918,2203641,1252,0,15000000,278,0,B
98,70,90,876,1953732,1351,0,15000000,324,843,C
111,0,287,6000,1294640,6748,0,15000000,294,0,B
100,5,46,192,,527,0,,134,708,C
116,460,71,5000,819852,5426,0,,203,284,B
145,756,18,136,26435,203,1,6000000,23,12000,A
84,180,58,510,1197786,962,2,12000000,297,0,B
115,39,642,12000,529766,14889,2,7000000,970,0,B
98,34,730,936,353743,3578,1,15000000,826,664,B
99,445,9,20,502028,48,0,,13,0,A
110,0,7,64,102055,134,0,300000000,45,0,B
97,197,570,13000,122288,15293,0,,794,0,B
88,85,40,825,,1432,0,9000000,476,154,C
104,36,2,549,,801,2,15000000,248,705,B
90,68,642,17000,28870,32814,5,15000000,14000,0,C
105,24,125,776,22723,1732,1,25000000,595,193,C
93,17,66,1000,20380,1245,1,15000000,165,445,C
141,15,576,735,,2528,1,,627,0,B
85,0,912,14000,,29488,0,20000000,12000,0,C
105,93,51,179,,363,0,15000000,55,473,C
98,6,50,61,,192,0,15000000,57,18,C
119,3,19,556,,996,4,15000000,353,821,B
124,67,303,631,,1585,1,15000000,452,277,B
101,11000,512,13000,70906973,15500,1,14600000,571,38000,A
120,1000,954,29000,46338728,33791,2,14500000,1000,10000,B
111,15,121,1000,7691700,2140,2,10000000,767,0,B
94,5,124,467,,994,2,14500000,220,998,B
131,16000,638,16000,101157447,28544,1,14400000,11000,10000,A
139,3000,236,3000,74205,4211,1,14200000,769,1000,B
120,0,40,668,141319195,820,0,15000000,56,13000,A
125,0,700,8000,178406268,11135,2,14000000,995,11000,B
65,0,176,770,,1125,2,,179,0,A
108,5,57,442,109306210,717,1,15800000,162,489,C
101,34,277,892,,2055,0,15000000,355,0,C
145,0,560,10000,70001698,12098,0,14000000,854,4000,B
101,71,725,10000,51527787,14159,0,15000000,960,0,C
92,30,309,941,49122319,2348,0,14000000,459,17000,C
93,270,535,13000,,15192,1,14000000,954,0,B
109,41,748,997,61356221,3544,0,14000000,826,0,C
123,43,238,456,46800000,1326,2,14000000,244,0,B
99,9,648,975,38048637,3500,4,14000000,912,0,C
119,350,418,18000,34700000,35501,2,14000000,17000,0,B
110,0,490,849,35010192,2226,1,,597,0,C
107,116,25,327,34793160,552,1,14000000,172,0,B
81,54,636,8000,30628981,10792,1,14000000,670,2000,C
82,12,8,23,25571351,49,0,14000000,12,184,B
109,309,279,592,27515786,1620,0,14000000,556,0,C
95,10,111,706,25482931,1421,2,14000000,266,530,C
100,0,364,723,19900000,2348,1,20000000,422,1000,C
118,128,467,931,,2704,7,14000000,726,889,D
91,31,50,874,16298046,1608,0,14000000,613,0,C
108,123,690,26000,15483540,41359,4,14000000,14000,4000,B
103,44,625,953,20246959,3299,2,14000000,849,1000,C
96,0,654,3000,15062898,6861,0,14000000,2000,645,B
117,160,55,718,14348123,1148,6,12000000,330,970,B
93,85,514,1000,15171475,2777,0,8500000,855,0,C
115,0,534,1000,13640000,3267,0,14000000,848,905,B
94,0,458,12000,12550242,13446,3,,490,488,C
85,52,489,1000,12610731,3050,1,11000000,935,0,C
88,189,799,934,47811275,3707,1,15000000,927,896,C
112,0,383,12000,11204499,13528,0,14000000,593,0,B
86,70,169,878,10397365,2165,5,14000000,834,613,C
112,232,177,413,5990075,1372,1,,412,13000,A
137,143,280,14000,5459824,15337,0,26000000,617,5000,B
90,49,191,12000,5108820,12776,5,24000000,215,853,C
107,956,113,10000,4741987,10368,1,14000000,233,860,B
98,176,15,543,4291965,678,3,14000000,113,447,B
84,12,102,159,3100650,417,4,14000000,102,231,D
139,133,5,423,2474000,446,1,14000000,15,127,C
127,109,324,16000,1000000,17250,0,14000000,469,76,B
150,608,43,149,3958500,390,0,8200000,44,0,B
104,752,59,412,403649,799,0,,74,512,B
132,333,284,380,274299,1429,2,103000000,326,0,B
117,2,21,149,,243,2,12000000,32,1000,B
115,168,322,697,183088,2243,0,15000000,329,702,B
186,50,338,13000,46495,14638,1,14000000,1000,0,B
90,0,767,1000,1752214,4377,0,14000000,872,14000,B
134,0,11000,15000,83025853,39789,0,14000000,13000,13000,B
101,473,429,833,190871240,2690,0,125000000,809,62000,C
97,143,201,927,56631572,1724,1,12000000,281,0,B
107,162,135,2000,15854988,2447,2,13500000,258,0,B
99,38,390,3000,12282677,4702,4,14000000,837,0,C
55,,2,20,447093,25,0,,3,0,A
124,133,170,14000,7060876,14726,1,13500000,230,0,B
105,148,400,539,687081,1767,0,,508,329,B
41,,2,70,,74,4,,2,64,B
178,101,471,918,5501940,2334,0,13500000,653,14000,A
125,448,93,273,2086345,529,1,10000000,114,0,A
108,143,21,19000,2605039,19086,0,,50,29000,B
121,272,227,49000,123922370,50141,1,13000000,263,0,B
100,26,385,898,163591,2895,5,13400000,391,502,D
108,0,1000,20000,106952327,38072,1,13000000,15000,106000,A
117,294,1000,10000,58607007,14160,0,100000000,2000,60000,B
220,0,3000,22000,57300000,39960,1,13000000,14000,14000,A
112,49,237,656,91038276,1307,0,13000000,363,0,B
99,212,54,130,49369900,450,0,7000000,125,0,C
109,36,579,3000,61693523,7833,0,13000000,3000,16000,B
83,8,612,3000,46729374,6454,2,13000000,934,0,C
102,51,360,13000,44134898,20330,3,13000000,6000,33000,B
100,38,460,833,48637684,2800,4,12500000,807,0,B
97,19,835,23000,38176108,37907,6,16000000,13000,10000,B
92,13,301,11000,28972187,12687,1,13000000,489,1000,C
84,0,182,11000,27979400,12322,2,8200000,852,0,B
86,174,2,619,54257433,971,0,17000000,350,0,B
120,19,829,8000,23947,12755,0,13000000,902,15000,B
117,17,912,1000,49121934,6554,9,13000000,997,0,B
97,84,782,899,27141959,2936,2,18000000,842,0,D
91,6,459,904,27052167,3353,5,13000000,471,934,B
100,15,388,694,26539321,2486,1,13000000,558,833,C
72,5,435,659,28501605,2646,0,13000000,628,0,C
84,12,334,1000,52543632,2297,2,13200000,345,0,C
126,0,745,2000,25592632,5371,0,18000000,850,20000,B
112,0,213,512,22858926,1171,2,13000000,216,0,B
90,7,405,939,22235901,2815,2,6000000,890,593,B
91,13,140,803,38916903,1921,0,13000000,587,0,C
135,134,525,4000,16929123,6214,2,14000000,1000,0,B
141,16000,78,378,13753931,751,0,19000000,85,5000,B
104,35,844,24000,10996440,27806,0,13000000,912,862,B
118,412,491,805,14677654,2499,0,13000000,681,72000,A
82,799,294,721,9975684,1805,0,13000000,359,679,B
95,0,650,899,7881335,3092,4,13000000,849,3000,B
94,26,4000,16000,6241697,31005,2,13000000,8000,0,B
88,76,75,690,,998,0,,94,22,A
99,7,730,3000,5871603,6485,3,13000000,1000,251,B
121,15,812,4000,16574731,6910,4,13000000,957,0,C
93,16,258,567,4919896,1775,1,13000000,326,618,B
93,24,499,552,25675765,2730,0,13000000,528,11000,C
120,107,280,12000,4857376,13208,0,13000000,530,0,B
112,37,548,748,3169424,2417,1,13000000,573,689,B
107,80,252,2000,18004225,3004,2,13000000,257,5000,C
112,83,8,2000,3058380,2389,1,100000000,370,186,B
91,150,150,979,2104000,1679,3,13000000,385,69,C
105,260,1000,20000,28501651,39473,0,26000000,15000,10000,B
125,0,968,22000,1172769,37606,2,13000000,14000,0,B
102,139,850,8000,17738570,13631,2,13000000,3000,131000,A
87,29,147,683,1200000,1139,1,3000000,155,107,C
118,41,442,2000,1150403,3474,4,13000000,812,0,B
115,187,887,14000,403932,17104,4,20000000,900,141,B
91,83,794,3000,1712111,7875,0,8495000,1000,0,C
127,11000,116,306,301305,796,0,13000000,164,0,C
94,122,383,873,51872378,2812,0,13000000,461,23000,B
115,32,29,14000,31662,14133,1,12620000,81,139,B
90,0,234,477,28399192,1483,0,13000000,238,332,C
102,43,113,170,2035566,931,0,13000000,157,11000,B
100,218,91,581,,931,0,12500000,201,0,B
109,97,355,13000,14060950,14347,1,12500000,795,0,B
121,12000,975,11000,12281500,23602,3,13000000,10000,15000,A
111,28,1000,6000,,9244,1,3660000,2000,0,B
100,164,99,18000,10725228,32288,1,12500000,14000,0,B
109,187,204,818,214966,1813,0,13000000,467,0,B
93,261,697,783,,3700,1,18000000,782,0,B
101,10,472,1000,11956207,3142,2,16000000,668,0,C
106,44,552,33000,5949693,34351,1,12000000,730,19000,B
94,39,18,77,9030581,156,0,12500000,32,38000,B
140,3000,322,963,4157491,2894,0,12800000,595,0,A
132,44,241,1000,1508689,2004,2,16000000,653,329,B
99,220,599,812,1227324,3337,3,12500000,787,344,B
90,34,506,966,4360548,2661,7,15000000,681,0,B
105,20,844,22000,26589953,26233,1,10500000,982,44000,B
69,383,191,912,48092846,1833,0,12500000,320,5000,B
148,16,489,717,1110186,1730,2,12800000,517,0,A
118,50,655,968,1089445,4270,0,12500000,844,0,B
132,607,259,1000,204565000,2466,0,8000000,931,18000,A
130,14000,366,813,260000000,2047,0,8000000,559,21000,A
95,80,1000,3000,101736215,8134,6,11000000,1000,0,B
80,2,186,6000,71442,6829,0,9600000,637,0,B
122,167,807,997,91547205,5165,8,12000000,966,0,B
102,167,436,656,75074950,2754,0,12000000,528,770,B
116,120,664,12000,78900000,16539,2,11000000,980,0,B
78,293,567,759,72217000,2462,1,12000000,595,0,B
114,139,793,2000,79568000,4537,0,12000000,883,0,B
112,608,733,11000,65500000,22479,1,12000000,10000,0,B
110,16,11,93,70011073,146,0,12000000,17,15000,B
81,406,616,13000,63071133,17035,0,12000000,2000,0,B
154,16000,889,22000,39647595,25522,5,12000000,1000,0,B
102,22,816,1000,38087366,4065,2,12000000,954,0,B
89,128,371,963,64572496,2054,0,12000000,465,32000,B
132,0,122,405,30400000,914,1,12000000,194,0,B
103,0,504,629,42365600,2730,0,5000000,561,0,B
93,166,281,971,54724272,2043,0,12000000,329,29000,B
172,76,78,654,,1306,0,12000000,416,0,A
96,132,933,49000,31597131,52138,0,12000000,989,0,B
89,66,1000,137000,31691811,140268,0,12000000,1000,0,B
92,0,451,17000,31397498,18765,1,12000000,527,0,C
97,4,826,1000,31179516,5006,5,12000000,1000,243,C
93,58,722,995,31155435,6105,2,12000000,729,0,B
144,258,834,6000,167007184,9125,1,150000000,1000,0,A
123,278,898,4000,25776062,7072,0,12000000,1000,0,B
93,4,8,28,25240988,52,0,12000000,9,0,C
133,131,733,8000,124868837,10565,0,12000000,1000,93000,B
121,131,599,13000,22905674,14890,2,12000000,940,0,B
102,0,555,3000,25277561,5592,10,12000000,966,0,B
99,192,282,347,21133087,1254,0,12000000,301,0,B
55,,898,1000,,6091,2,,939,31000,A
98,350,322,1000,37707719,2376,2,12000000,482,37000,B
118,57,805,975,18761993,2944,1,9000000,931,549,B
125,76,801,1000,,4659,3,12000000,837,0,B
104,20,717,836,18595716,3963,3,12000000,826,0,C
86,17,581,873,17321573,3646,5,,691,151,C
115,729,622,1000,17613460,3798,0,12000000,844,28000,B
92,226,580,1000,21088568,3931,1,13000000,851,0,B
91,25,611,833,17292381,4551,0,12000000,626,371,C
94,655,390,9000,16300302,10575,1,12000000,786,0,B
93,83,501,26000,27829874,28767,1,12000000,725,0,B
100,98,604,1000,12902790,3250,1,12000000,849,242,B
100,43,696,988,21520719,3906,1,,826,0,C
113,438,471,11000,12796277,12274,1,,536,0,B
122,30,85,1000,,1456,0,12000000,230,1000,B
100,73,1000,19000,11634362,34700,0,,14000,0,B
293,249,18,362,11433134,469,0,14000000,21,11000,A
93,32,503,529,10198766,2393,3,12000000,526,507,C
123,628,171,565,15294553,1595,1,12000000,555,105000,B
119,611,4,755,11041228,1244,3,100000000,483,0,B
107,27,360,664,7918283,2440,1,12000000,591,0,B
106,16,265,452,22331028,1819,0,12000000,328,0,B
109,67,192,436,8134217,1141,3,12000000,223,0,B
95,216,968,1000,6739141,4755,0,8000000,1000,1000,C
86,378,783,957,5542025,3535,0,12000000,925,650,B
113,11000,99,537,5032496,943,0,12000000,255,652,B
122,708,316,433,6754898,1291,0,12000000,398,0,B
90,7,251,525,4922166,1445,2,12000000,281,0,D
108,0,599,873,4903000,4497,3,12000000,680,251,C
110,115,103,812,3148482,1540,0,12000000,580,0,B
109,40,794,5000,2326407,7166,5,12000000,1000,305,B
110,584,74,629,2201412,1173,0,12215500000,398,7000,B
100,55,212,3000,,4277,0,12000000,642,135,C
101,61,611,769,2060953,2543,0,12000000,692,0,B
97,20,442,21000,3950294,22577,5,12000000,569,0,B
104,0,77,1000,1779284,1292,4,12000000,165,677,B
99,0,520,3000,1702277,5074,4,12000000,1000,27000,B
129,0,576,878,261481,2378,0,12000000,643,0,B
91,60,18,60,1506998,141,4,12000000,46,314,B
100,19,393,706,860002,1579,0,12000000,442,0,B
114,0,403,865,447750,2126,0,10000000,685,0,B
86,94,146,693,333976,1373,0,12000000,534,423,B
107,0,745,941,141853,3099,2,12000000,754,88,B
90,26,350,797,303439,2073,2,8000000,474,1000,B
103,759,820,967,793352,3878,1,,830,0,C
120,7,289,662,214202,1952,0,12000000,345,0,B
110,18,865,13000,175370,17417,1,12000000,883,458,C
95,611,3,9,190666,18,1,,4,784,C
95,165,280,686,,1501,2,7500000,327,0,B
132,14,3,52,119922,91,0,12000000,32,0,B
94,12,183,17000,177343675,17883,0,135000000,523,26000,B
138,7,16,84,,164,0,12000000,33,0,B
113,212,18,567,17149,708,9,20000000,111,0,C
99,76,42,181,,433,1,12000000,168,13000,B
111,0,247,1000,14616,2059,1,12000000,445,26000,B
99,130,79,399,91443253,663,,12000000,116,23000,C
89,49,84,551,,895,6,12000000,85,634,D
103,52,426,969,57469179,2987,0,11500000,886,0,B
134,0,4,15,48856,30,0,11900000,6,355,B
100,2,388,680,,1780,2,11500000,544,443,B
130,3,2,215,,244,1,12000000,27,4,B
125,0,504,11000,460935665,13485,1,11000000,1000,33000,A
109,11,411,22000,35537564,24063,1,11500000,851,11000,B
200,767,382,597,111722000,1966,2,11000000,396,7000,A
114,335,14,585,10230,679,0,,68,0,B
112,197,632,755,90556401,3507,1,11000000,734,0,C
116,737,141,23000,93571803,23811,2,25000000,238,36000,B
92,79,218,608,72755517,1853,0,,362,641,B
120,36,633,886,52929168,3280,1,11000000,655,7000,B
107,15,602,17000,50461335,20466,3,11000000,1000,15000,B
92,53,32,84,,179,2,12000000,37,774,C
107,42,808,1000,49797148,3435,3,11000000,854,0,B
100,32,621,785,,3135,5,13500000,692,0,C
81,541,328,991,46563158,2562,0,13000000,465,0,B
101,163,488,683,41227069,2436,1,11000000,548,19000,B
122,0,191,276,39025000,903,0,11000000,258,0,B
97,16,637,4000,38201895,6223,3,10500000,656,0,B
92,52,647,723,27669413,3101,0,11000000,651,0,B
92,0,842,1000,,3931,0,11000000,898,0,B
110,107,549,664,37766350,3376,5,11000000,551,0,B
86,5,532,584,23978402,3850,1,11000000,580,365,C
91,0,298,636,21370057,1852,0,12000000,330,541,B
145,278,279,13000,,14735,2,11000000,595,745,B
100,365,225,425,4884663,1661,0,12000000,394,902,C
111,34,54,838,38317535,995,1,11000000,55,36000,B
184,0,111,385,,1104,0,11000000,293,0,A
89,2,651,799,13903262,4291,0,11000000,711,0,B
84,71,553,8000,13592872,10982,1,11000000,723,671,C
98,0,123,358,18381787,1114,4,11000000,156,13000,B
95,5,443,1000,13558739,2729,0,11000000,660,449,C
100,0,303,11000,13103828,12237,0,11000000,472,5000,B
109,64,553,16000,33305037,17866,2,11000000,638,34000,B
118,386,812,14000,10214647,17490,0,11000000,1000,0,B
88,0,795,901,11501093,3913,0,13000000,888,10000,B
86,4,424,960,4814244,2415,4,11000000,448,405,C
118,529,472,40000,9170214,69746,1,11000000,29000,14000,B
125,10,109,866,4068087,1281,1,17000000,147,0,B
125,608,579,979,3753806,3133,1,11000000,594,0,B
94,18,183,658,3034181,1559,3,11000000,463,550,C
113,300,787,1000,2832826,3072,2,11000000,979,174,B
104,1000,272,3000,13214255,4082,1,11000000,275,26000,B
95,596,697,1000,16017403,3300,2,5000000,835,0,B
102,8,40,14000,2807854,14281,1,11000000,163,967,C
124,58,104,338,,800,0,11000000,275,608,B
105,0,776,14000,540085,28004,0,,12000,0,B
104,238,22,60,352786,150,0,11000000,35,0,B
120,365,723,887,76600000,3876,0,10700000,770,11000,B
111,17,405,845,,3117,2,12000000,641,0,C
95,43,357,3000,56729973,5286,0,10800000,723,0,C
96,4,199,917,,1827,0,,545,85,B
97,15,19,142,,248,1,11000000,79,18000,C
118,10,48,172,399879,378,2,15000000,71,302,B
193,160,860,8000,3275443,10822,2,700000000,1000,659,B
97,32,327,893,18535191,2640,3,14000000,692,646,B
98,7,507,805,23838,2271,0,7000000,766,0,C
103,57,132,541,22160085,1228,0,10600000,451,1000,C
161,0,73,273,56715371,727,0,12000000,117,24000,A
120,14000,548,861,434949459,2811,0,10500000,725,34000,B
97,21,499,17000,11043445,20312,0,10000000,1000,1000,B
97,4,194,882,,1554,1,12500000,450,392,B
99,11,327,665,125169,2272,2,10500000,446,119,B
24,,44,381,,592,3,,102,0,B
144,0,119,564,1165104,1121,5,,154,250,C
111,58,258,482,1066555,1526,0,11000000,362,411,C
145,0,280,639,5669081,1807,1,10818775,377,0,B
106,7,24,68,,175,4,11000000,29,0,B
126,835,893,49000,138339411,63710,2,10000000,13000,31000,A
106,29,571,14000,,27660,3,11000000,12000,0,C
121,163,482,723,80150343,3189,0,10000000,651,0,B
117,425,901,13000,85300000,27378,1,10000000,11000,0,B
98,235,229,4000,68353550,5270,1,10000000,464,0,C
109,65,393,798,78845130,2480,1,10000000,465,0,B
95,7,1000,23000,63319509,28734,2,10000000,1000,0,C
109,304,736,939,47536959,3276,0,10000000,906,12000,B
96,163,448,723,63270259,3492,0,10000000,651,0,C
101,13,368,494,55865715,2013,0,10000000,392,0,C
107,0,685,1000,63231524,5264,4,6000000,907,676,C
119,17000,638,10000,52293982,11895,1,13800000,970,0,B
178,19,196,726,,1554,3,10000000,249,0,B
100,65,577,633,50752337,3362,8,10000000,613,0,B
98,70,634,4000,110175871,7461,0,10000000,1000,4000,C
92,221,491,11000,38624000,13162,1,12000000,503,0,B
90,108,270,1000,37470017,1982,0,10000000,322,0,B
90,65,730,18000,40485039,20795,6,10000000,769,0,B
153,82,139,695,16800000,1593,1,10000000,275,0,B
124,108,186,1000,46377022,1898,3,10000000,400,48000,B
82,6,345,759,36696761,2197,0,23000000,563,227,B
107,750,60,794,36200000,1529,2,12305523,531,0,B
75,73,581,1000,,3192,0,10000000,745,0,B
97,19,130,4000,35794166,4687,0,10000000,334,20000,B
80,66,816,2000,33583175,5628,0,10000000,904,16000,B
85,7,615,723,32983713,3712,0,20000000,706,981,C
97,482,482,852,52200504,2426,0,10000000,542,29000,B
109,78,619,854,33000000,3394,1,10000000,841,0,B
104,0,1000,26000,30093107,39175,6,6000000,11000,27000,A
140,32,120,535,32101000,1109,0,10000000,211,0,C
90,6,617,904,31487293,2807,2,9000000,715,0,B
130,0,769,13000,30651422,16693,8,10000000,1000,10000,B
98,7,73,931,30306281,1917,2,10000000,797,744,C
101,287,257,745,29500000,1954,0,10000000,730,0,B
114,9,466,623,30050028,2484,1,17000000,472,0,B
100,322,534,851,29392418,3190,2,10000000,543,368,C
85,21,782,931,28563926,3819,0,8500000,855,720,C
103,27,534,1000,28435406,4441,2,12000000,809,0,C
100,4,678,982,25339117,4259,4,10000000,945,0,B
114,0,699,10000,25600000,12097,0,10000000,919,10000,B
102,38,190,3000,,3691,0,65000000,424,21000,B
103,0,275,1000,,2013,0,10000000,278,0,B
97,11,220,1000,27736779,2403,0,10000000,412,13000,C
116,70,706,1000,24397469,5804,7,17000000,876,0,C
96,9,448,690,20384136,2402,1,10000000,533,0,C
98,58,242,14000,25464480,15251,0,10000000,537,15000,C
105,500,718,11000,20338609,12946,8,10000000,912,683,B
123,5,338,556,18272447,2149,1,10000000,475,331,C
107,17,53,371,,857,1,10000000,324,0,C
112,92,826,2000,17378977,7552,0,,918,997,B
93,0,766,13000,17096053,15716,2,9000000,933,5000,B
97,25,861,929,21371425,3679,0,10000000,927,13000,C
122,108,111,220,33071558,583,6,10000000,186,21000,B
101,22,558,918,17655201,3317,1,10000000,624,851,B
100,15,804,1000,16247775,4789,3,25000000,962,767,C
129,0,203,18000,16153600,19065,1,10000000,269,720,B
81,176,39,176,16033556,361,1,10000000,67,0,B
